id,caseId,company,longitude,latitude,coordinatetype,street,house_nr,floor,postcode,city,area,price,rooms,daysOnMarket,type,descriptiontitle,descriptionbody,date
696434e1-b31f-498d-9b8b-c435cffd2372-13750000,696434e1-b31f-498d-9b8b-c435cffd2372,Nybolig Nørrebro - Fælledvej,12.605476,55.643974,EPSG4326,Oxford Allé,84,,2300,København S,237,13750000,6,26,villa,"En bolig og beliggenhed for Jer, som ikke ønsker at gå på kompromis!","En bolig og beliggenhed for Jer, som ikke ønsker at gå på kompromis! Velkommen til denne klassiske istandsatte murermestervilla beliggende på en attraktiv hjørnegrund i det eftertragtede Engelske Kvarter, grænsende op til Blomsterkvarteret.   Villaen er oprindeligt fra 1936 og står med flot sortglaseret tegltag, røde mursten, udskiftet termovinduer og med et indbydende trappeløb foran ejendommen. Der er i alt 309 etagemeter fordelt på stueplan, 1. sal samt kælder. Planløsningen giver dig gode pladsmuligheder for at indrette sove-, gæste- eller teenageafdeling efter behov og er oplagt for Jer, som søger en unik villa med fokus på et godt lysindfald, stor solrig terrasse og et dejligt udendørsliv i haven, der bl.a. fremstår med gamle, charmerende æbletræer og nylagt flisebelægning rundt om villaen.  Stueplan rummer stort spisekøkken med plads til middagsselskaber og sofastue en suite med spisekøkkenet med direkte udgang til terrassen samt indbygget pejs. Ydermere to værelser, indbydende hall og lækkert badeværelse med Vola messingarmaturer, væghængt toilet og store italienske fliser fra gulv til loft. I hele stueplan samt på 1. salen er der installeret vandbåret gulvvarme via fjernvarmesystemet under henholdsvis fliserne og de flotte sildebensparketgulve fra Junckers. 1. salen har loft til kip, fritliggende bjælker og kig mod himlen fra de mange skråvinduer samt indbygget altan. 1. salen fremstår i dag som et stort fantastisk rum, men kan netop opdeles til to separat soveværelser samt fælles repos med det flotte trappeløb og frit kig til stueplan. 1. salen byder også på stik sydvendt tag-altan med sol morgen, middag & aften.  Kælderen fremstår med gode anvendelsesmuligheder, med gode vaskefaciliteter og hobbyrum. Fra kælderen er der nem adgang til garagen og haven.   Boligen er totalrenoveret fra A-Z i tråd med den klassiske charmerende muremestervilla-stil i perioden 2019-22, herunder med opbyggelse af 1. salen til bolig, helt nyt el- og vvs mm. - Spørg mægler omkring de mange fantastiske renoveringstiltag i denne store murermestervilla. Med sin unikke beliggenhed i det rolige Engelske Kvarter tæt på Amager Strandpark, diverse skønne indkøbsmuligheder i nærområdet, Amager Fælled mm., så bliver placeringen ganske enkelt meget ikke bedre!  Vi glæder os til at byde Jer velkommen på Oxford Allé 84.Ring allerede nu til Nybolig Nørrebro - Fælledvej for at få yderligere info om fremvisning på telefon 3537 9922 eller send en e-mail til 2201@nybolig.dk Går du i salgstanker, er du naturligvis også velkommen til at kontakte os for en aftale om en uforpligtende salgsvurdering.",2022-08-21
8b7845e0-5f68-4d39-b1d5-22babd99733c-8250000,8b7845e0-5f68-4d39-b1d5-22babd99733c,home Valby,12.4988,55.66081,EPSG4326,Ole Borchs Vej,8,,2500,Valby,164.2,8250000,5,26,villa,Velindrettet villa med privat have,"På en hyggelig og børnevenlig villavej i Valby med gåafstand til alle hverdagens gøremål ligger denne skønne villa, som nu kan blive jeres. Foruden en kælder med et badeværelse og to disponible rum fordeler huset sig over halvanden plan bestående af to stuer, et køkken, tre værelser og et badeværelse. Dertil kommer en helårsanvendelig udestue og en lukket have med en overdækket gård. Velkommen til. 

I bosætter jer i et fredeligt kvarter med et godt naboskab og mange børnefamilier. Her bliver I",2022-08-21
bce81f41-a1e7-4a28-a6f9-eba477f7720c-2595000,bce81f41-a1e7-4a28-a6f9-eba477f7720c,Nybolig Jesper Hufeldt,12.488946,55.683544,EPSG4326,Flakholmen,13,0,2720,Vanløse,61,2595000,2,26,condo,3 vær. lejlighed med central beliggenhed - tæt på metro og S-tog,"Indretning: Lejligheden fremtræder i fin stand hele vejen igennem og er indrettet med fordelingsentré med adgang til to gode værelser, en rummelig stue med plads til sofa og spisearrangement, et rummeligt køkken med god skabs-/bordplads samt et pænt badeværelse med separat bruseniche. Der er delvist plankegulve og termovinduer i lejligheden. Lejligheden har den perfekte rumfordeling og byder på mange gode muligheder og en central placering på en stille adresse uden gennemkørsel. Endvidere egner lejligheden sig godt som delelejlighed, og kan rummelig alt fra par, singler, ældre m.m.  Ejendommen:Velfungerende og velordnet ejendom. Til ejendommen hører et dejligt grønt gårdmiljø, fællesvaskeri, 3 tørrerum, cykelkælder, kabel-TV samt brugsret til eget kælderrum. Kvarteret:Ejendommen er beliggende i et yderst attraktivt område tæt på Vanløse bymidte. Der er meget fredeligt, og alligevel er man tæt på alle faciliteter. Der er kort gåafstand til Metro og S-tog, masser af indkøbsmuligheder, Kronen, biblioteket samt de mange skønne rekreative områder omkring Grøndalsparken og Damhussøen. Der er mange små listige caféer og restauranter i nærområdetMODEL VANLØSEDrømmer du om et nyt hjem og har en bolig der skal sælges? Kontakt os på 3877 7800 eller 2720@nybolig.dk - vi er lokalkendte, fagligt kompetente, og leverer resultater HVER gang.Se flere boliger fra din ejendomsmægler i Nybolig Jesper Hufeldt VanløseFølg din ejendomsmægler Nybolig Jesper Hufeldt Vanløse på Facebook",2022-08-21
cb5a5191-5156-49ea-862a-5606ce7275a8-4195000,cb5a5191-5156-49ea-862a-5606ce7275a8,home Vesterbro,9.000001,56,EPSG4326,Bissensgade,14,0,1773,København V,52.4,4195000,2,26,villa apartment,Hyggelig stuelejlighed med forhave i den attraktive Humleby!,"Denne charmerende murstensejendom fra 1887 fremtræder i klassisk stil med to etager og fine, velbevarede detaljer på bygningens facade. Her venter jer en hyggelig og velholdt stuelejlighed, hvor forhaven står til fri afbenyttelse. Boligen præsenterer sig fin og indflytningsklar med lyse overflader, åbne arealer, velholdte rammer og fine faciliteter.

Boligens planløsning byder på 47 velindrettede etagemeter fordelt på køkken, badeværelse og et særdeles rummeligt opholdsrum; her er mange indretni",2022-08-21
e6785a37-38d8-4cb8-bb6a-9f57c381e747-6795000,e6785a37-38d8-4cb8-bb6a-9f57c381e747,Nybolig Valby Hagmann & Resom ApS,12.504609,55.654152,EPSG4326,Paradisæblevej,82,12,2500,Valby,131,6795000,3,26,condo,Højt beliggende lejlighed med fantastisk udsigt,"Du har nu mulighed for at bosætte dig i helt særlige rammer i det nyetablerede område omkring Grønttorvet i Valby. I det prisbelønnede Amaryllis Hus udbydes nemlig en flot lejlighed, som udmærker sig ved en fleksibel planløsning, en helt enestående udsigt og en solrig altan.Ejendommen er placeret i første række til Grønttorvsparken, så du vil nyde godt af den positive udvikling af området, som er i fuld gang. Den første halvdel af parken er anlagt, og du kan inden for det næste år se frem til at få udsigt til blandt andet en spejlsø. Ligeledes er der allerede åbnet flere butikker såsom Lidl og Cuisine ét Florie, mens der også findes pasningstilbud, og en skole skal stå færdig i 2026. bo nær Valby Parken med tilhørende strand. Endelig er du tæt på Ny Ellebjerg Station, hvor der etableres metroforbindelse i 2024 Lejligheden blev opført i 2018 og fremstår i yderst velholdt stand.  God planløsning med udgangspunkt i det store, lyse køkken-alrum, hvor du kan indtage det fantastiske vue over byen. Dertil kommer et master bedroom med walk-in-closet og badeværelse en suite samt endnu et værelse og badeværelse. Endvidere vil det også være muligt at indrette et tredje værelse. Beliggenheden på 12. sal langt fra andre bygninger giver en utrolig privat atmosfære, og på altanen kan du skue langt over de historiske tårne, Øresund og Kalveboderne.Du får også adgang til en fælles tagterrasse med drivhus og have, hvor der kan socialiseres med naboerne.Til ejendommen hører ydermere et grønt fællesareal, cykelparkering og dit eget kælderrum.",2022-08-21
47696af3-f668-42c0-aa78-1e97db81f887-6195000,47696af3-f668-42c0-aa78-1e97db81f887,danbolig Amager – Sundbyvester Plads,12.588831,55.633213,EPSG4326,Hf. Kongelund,41,,2300,København S,108.6,6195000,4,26,villa,Fantastisk haveforeningshus tæt på Ørestad og metro,"Er drømmen at overtage en helårsanvendelig villa i en haveforening, hvor I samtidig er tæt på byens tilbud? Så er Hf. Kongelund 41 nær Ørestad og metro lige noget for jer. Her venter jer et bæredygtigt og højisoleret træhus fra 2013, hvor al pladsen er udnyttet og lyset strømmer ind gennem vinduespartierne. I får tre værelser, en hems, et badeværelse, et stort opholdsmiljø og en solrig have.  I skal glæde jer til at tilbringe de lune måneder i haven, der er en oase uden lige. Her kan I nyde sole",2022-08-21
8723ae35-c0f4-421b-9458-60dcd8e7bb44-4195000,8723ae35-c0f4-421b-9458-60dcd8e7bb44,home Ørestad,12.572059,55.617126,EPSG4326,Robert Jacobsens Vej,78,3,2300,København S,91,4195000,3,26,condo,STILFULD UDSIGTSLEJLIGHED I 8TALLETS LYSFYLDTE SYDGÅRD,"Nu kan I overtage nøglerne til denne lejlighed, der passer perfekt til et par eller dig, der har brug for lidt mere plads.
Her oplever I en lys og veldisponeret lejlighed, der har alt, hvad man kan forvente sig af et moderne hjem. I træder ind i en stue, der er indrettet med store vinduer, der sørger for at give lejligheden et dejligt, naturligt lysindfald. Videre fører en lys gang jer videre til et åbent køkken, som har et stilrent design med flotte hvide skabe og lys bordplade. I forlængelse a",2022-08-21
f090a79a-8e05-458d-ae39-18597654477b-6995000,f090a79a-8e05-458d-ae39-18597654477b,PAULUN Amager A/S,12.599918,55.668144,EPSG4326,Markmandsgade,17,3,2300,København S,123,6995000,4,26,condo,Unik 4v lejlighed med fantastisk udsigt over Volden og ind til byen.,"Christmas Møllers Have, en smuk og harmonisk bolig på 3. etage, bygget i smukke kuldbrændte teglsten,  etage udført i stilren, hvid fibercement. Lejligheden er gennemlyste, med stor vægt på udnyttelse af områdets helt unikke placering. Her får du 2 altaner, hvor du både har morgensol samt vestvendt altan med fantastisk udsigt over Volden og ind til byen. Ejendommen har elevator, parkeringsfaciliteter, gulvvarme i alle rum, cykelparkering og et fælleslokale med bl.a. to private værelser med bad til overnattende gæster.Køkkenet er, som boligens hjerte, et midtpunkt skabt til at opfylde den moderne families behov for både komfort og funktion, hvor fællesskabet kan folde sig ud. Vinduespartierne får med sine alupartier og de oplukkelige dele i hårdt træ et klassisk og eksklusivt udtryk. Den smukke grå Royal Mosa flise er gulvbelægning i badeværelser samt på væggene i brusenichen. Lejlighed har en særdeles god beliggenhed i ejendommen, med en skøn udsigt over byen og volden. Lejligheden rummer; Entré med skabsplads og adgang til stor stue, køkken/alrum. Endvidere indeholder lejligheden tre rummelige soveværelser med skabsplads, det ene indrettet som masterbedroom, samt et lækkert badeværelse med bruseniche og dertil er der et ekstra badeværelse. Lejligheden har to store altaner, så solen kan nydes hele dagen.En rigtig god indretning for familien, der ønsker sig god plads. Til lejligheden kan der tilkøbes en p-plads i terræn.Har du en bolig der skal sælges? Så ring straks til PAULUN på telefon 32 59 14 07 for en gratis og uforpligtende salgsvurdering eller mail hertil: Amager@paulun.dk Like din lokale PAULUN på www.facebook.com/paulunamager og se vores nye boliger og projekter før alle andre..",2022-08-21
1e9797f6-14db-461d-8b0f-df3b5fa5bfd7-5495000,1e9797f6-14db-461d-8b0f-df3b5fa5bfd7,home Brønshøj,12.473146,55.699993,EPSG4326,Boeslundevej,11,,2700,Brønshøj,139,5495000,6,26,villa,VILLA - BRØNSHØJ,"EJENDOMMEN:
Her har du muligheden for at erhverve dig en stor klassisk muremestervilla, hvor du på klassisk ejendomsmæglerjargon har mulighed for at sætte dit helt eget præg. Det kræver blot et par robuste arbejdshandsker og en stor værktøjskasse. Denne unikke villa er opført i 1947 i de klassiske røde mursten og byder på mange af de charmerende detaljer, som klassificerer en ægte muremestervilla. Villaen er på 137 m2 plus 81 m2 kælder og ligger på en stor 708 m2 ugeneret grund med en stor vestv",2022-08-21
6bca31a2-9c8d-498d-b296-eb1b9ff989e9-2595000,6bca31a2-9c8d-498d-b296-eb1b9ff989e9,Estate Vanløse,12.480732,55.69734,EPSG4326,Skjulhøj Allé,81,0,2720,Vanløse,67,2595000,3,26,condo,Velholdt 3V'er Vanløse - med altan og det grønneste udsyn,"Denne 3V'er i Vanløse kan meget vel blive dit nye hjem, hvis du søger en bolig, der har en god indretning, altan og grønne omgivelser. Lejligheden har nemlig det hele - og mere til. Her tænker vi ikke mindst på adressen, der giver flere fordele med i købet.De urbane tilbud i såvel Brønshøj som Vanløse er oplagte valg til daglige indkøb og cafébesøg. Nærliggende Utterslev Mose er stedet til udflugter i naturen. Frederiksberg og Nørrebro er kvarterer, der nemt kan opsøges, mens en cykeltur til Indre By handler om cirka 20 minutter. I bil er der hurtig adgang til de førende omfartsveje omkring storbyen. På Skjulhøj Allé er der gratis parkering.Lejligheden holder til i sidste opgang i en ejendom, der ligger let forskudt i forhold til nabo-byggeriet. Resultatet er ekstra afstand til de omkringliggende boligblokke og et udsyn, der er meget grønt. I stedet for mursten er det indslag som græsplæne, bøgehæk og et stort birketræ, der er i synsfeltet, når du slapper af i køkkenet og i stuen. Samme fornøjelse knytter sig til altanen, der hænger på første række til ejerforeningens fælles haveanlæg. Såvel i køkken og stue som på altanen er stemningen i sommerhalvåret så grøn, som var du taget en tur i skoven. Altanen er i øvrigt vestvendt og har på en god sommerdag mange timers solskin i det grønne. Der er tale om en stuelejlighed, som er hævet et godt stykke over gadeplan. Indkig til de to værelser, der vender mod Skjulhøj Allé, er således begrænset. Ud for køkken og stue er det mest kvarterets fugle, der færdes, så også her er der en rar følelse af privatliv.Lejligheden er holdt pænt vedlige og vil tage imod dig uden nævneværdige ridser i lakken. Godkendt er også rumdelingen, der giver veldefinerede rum til at være sig selv og til det fælles samvær. De to værelser er begge selvstændige, mens køkken og stue mødes i åben og skøn forening. Køkkenet er udstyret med vaskemaskine. Planløsningen fuldendes af entréen, der fordeler til alle rum, samt badeværelset, hvor der kan bruses i en separat bruseafdeling.Ejerforeningens fællesareal er ikke bare dejligt at iagttage fra lejligheden og på altanen, men også et rart sted at slappe af under åben himmel. Haveanlægget er veltrimmet og lukket af for uvedkommende.",2022-08-21
827b4b27-061b-410e-978e-3f61e3dfec46-2250000,827b4b27-061b-410e-978e-3f61e3dfec46,Nybolig Nørrebro / Jagtvej,12.543971,55.70111,EPSG4326,Hamletsgade,24,0,2200,København N,43,2250000,2,26,condo,GENNEMRENOVERET LEJLIGHED MED GOD RUMFORDELING OG BELIGGENHED,"Hvis du godt kunne tænke dig at bo i en indflytningsklar lejlighed på Nørrebro i København og have alt i gå- og cykelafstand, så er dette hjemmet for dig!Den istandsatte lejlighed byder på en fremragende planløsning, der giver dig fornemmelsen af rummelighed, og rummene er godt lyst op gennem de store vinduespartier. Derudover er her højt til loftet og gennemgående flotte detaljer som de smukke gulve og de velholdte elementer. Til højre i entréen har du adgang til et godt værelse med plads til både den store seng, til klædeskabet eller tøjstativet og til andet. Derudover får du her fornøjelsen af et indbygget skab og et højt placeret vindue. Den store, lyse stue er et fantastisk rum og samlingssted, og her er der masser af plads til både spisebord, sofahjørne og hyggelige kroge. Det moderne køkken falder enormt flot ind i rummet, og det fremstår velholdt og nydeligt med de hvide elementer, den mørkebrune bordplade og håndvask og amatur i messing. Fra køkkenet og stuen er der et skønt udsyn over gaden og området, og så får du lækre spots i både køkkenet, i entréen og på badeværelset. Badeværelset er ligeledes i rigtig pæn stand med spartlede vægge og gulv, bruseniche og amaturer i messing.Selve ejendommen er opført i 1938, og den fine bebyggelse er omgivet af luft i modsætning til mange byejendomme. Her er muligheder for parkering flere forskellige steder ved bebyggelsen, og til ejendommen hører der en skøn gård med græsplæne, flot beplantning og cykelparkering.Boligen er beliggende lige op ad Den Sorte Plads og Nørrebrohallen, hvilket er en fantastisk placering på Nørrebro. Fra adressen er du tæt på det hele, og du befinder dig i gåafstand til Superkilen og Nørrebroparken, der byder på dejlige opholdssteder. Flere dagligvarebutikker er kun en kort gåtur væk, og Nørrebro St. og metro ligger 450 meter væk, metroen på Skjolds Plads finder du 350 væk og så er du omgivet af adskillige busruter. Du får naturligvis også glæden ved bydelens diversitet og mange forskellige muligheder i form af spisesteder, handelsliv og specialbutikker. Nørrebro er gennem de seneste år blomstret og udviklet sig til at være en mulighedsrig, alsidig og kreativ del af hovestaden, og her keder du dig aldrig.Vi glæder os meget til at fremvise for dig. Vi ses!BOOK EN FREMVISNING NU HOS NYBOLIG NØRREBRO - JAGTVEJ!BESTIL EN GRATIS & UFORPLIGTENDE SALGSVURDERING ALLEREDE I DAG HOS NYBOLIG NØRREBRO - JAGTVEJ PÅ TLF: 3587 7000!",2022-08-21
